typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,156,,,M,,0,,,204,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,68694070.0,,68694070.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,208,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,3616169280.0,,3616169280.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,212,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,281701.0,,281701.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,214,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,164381966.0,,164381966.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,218,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,1223991475.0,,1223991475.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,222,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,43732765.0,,43732765.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,231,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,336902426.0,,336902426.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,233,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,270618839.0,,270618839.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,242,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,20581129.0,,20581129.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,246,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,2606374522.0,,2606374522.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,266,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,1061640126.0,,1061640126.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,262,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,23038956.0,,23038956.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,258,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,1195498.0,,1195498.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,251,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,19644924731.0,,19644924731.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,268,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,316716861.0,,316716861.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,276,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,84126907760.0,,84126907760.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,288,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,1196931681.0,,1196931681.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,300,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,418093179.0,,418093179.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,308,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,30493.0,,30493.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,320,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,198720516.0,,198720516.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,324,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,74066586.0,,74066586.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,340,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,26566444.0,,26566444.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,344,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,430008428929.0,,430008428929.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,348,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,641961398.0,,641961398.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,352,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,63450058.0,,63450058.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,360,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,18064493892.0,,18064493892.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,368,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,12631011093.0,,12631011093.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,364,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,14494457806.0,,14494457806.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,372,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,2043239954.0,,2043239954.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,376,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,3450790618.0,,3450790618.0,0,False,True
C,A,20150101,2015,52,2015,156,,,M,,0,,,380,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,12545702402.0,,12545702402.0,0,False,True
